"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","269","And I login with test@test.com and testpassword","","Fri Nov 01 02:24:53 GMT 2024","passed","Fri Nov 01 02:24:53 GMT 2024","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I login with test@test.com and testpassword"
"","0","And I logout from the dashboard","","Fri Nov 01 02:25:02 GMT 2024","skipped","Fri Nov 01 02:25:02 GMT 2024","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I logout from the dashboard"
"","0","","","Fri Nov 01 02:24:41 GMT 2024","passed","Fri Nov 01 02:24:41 GMT 2024","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list",""
"","168","Then I verify ""Change status task"" on 04/14/2021 as Completed is added in the tasklist","","Fri Nov 01 02:24:52 GMT 2024","passed","Fri Nov 01 02:24:52 GMT 2024","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Then I verify ""Change status task"" on 04/14/2021 as Completed is added in the tasklist"
"","479","And I login with test@test.com and testpassword","","Fri Nov 01 02:24:29 GMT 2024","passed","Fri Nov 01 02:24:29 GMT 2024","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I login with test@test.com and testpassword"
"","444","And I add ""Delete a sample task"" on 09/19/2022 as Completed","","Fri Nov 01 02:24:46 GMT 2024","passed","Fri Nov 01 02:24:46 GMT 2024","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","And I add ""Delete a sample task"" on 09/19/2022 as Completed"
"","0","Then I verify ""Updated the task"" on 05/12/2021 as Incomplete is added in the tasklist","","Fri Nov 01 02:25:02 GMT 2024","skipped","Fri Nov 01 02:25:02 GMT 2024","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","Then I verify ""Updated the task"" on 05/12/2021 as Incomplete is added in the tasklist"
"","0","Then I verify ""Update a sample task"" on 02/12/2021 as Completed is added in the tasklist","","Fri Nov 01 02:25:02 GMT 2024","skipped","Fri Nov 01 02:25:02 GMT 2024","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","Then I verify ""Update a sample task"" on 02/12/2021 as Completed is added in the tasklist"
"","10032","When I click on the text area of add todo input","","Fri Nov 01 02:24:29 GMT 2024","passed","Fri Nov 01 02:24:39 GMT 2024","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","When I click on the text area of add todo input"
"","0","And I delete ""Updated the task"" by clicking on delete icon","","Fri Nov 01 02:25:02 GMT 2024","skipped","Fri Nov 01 02:25:02 GMT 2024","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I delete ""Updated the task"" by clicking on delete icon"
"","0","","","Fri Nov 01 02:24:45 GMT 2024","passed","Fri Nov 01 02:24:45 GMT 2024","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page",""
"","664","And I add ""Add a sample task"" on 10/22/2022 as Completed","","Fri Nov 01 02:24:39 GMT 2024","passed","Fri Nov 01 02:24:40 GMT 2024","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I add ""Add a sample task"" on 10/22/2022 as Completed"
"","457","When I login with shanu@test.com and SuperSecretPassword!","","Fri Nov 01 02:24:29 GMT 2024","passed","Fri Nov 01 02:24:29 GMT 2024","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","When I login with shanu@test.com and SuperSecretPassword!"
"","218","When I delete ""Delete a sample task"" by clicking on delete icon","","Fri Nov 01 02:24:46 GMT 2024","passed","Fri Nov 01 02:24:47 GMT 2024","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","When I delete ""Delete a sample task"" by clicking on delete icon"
"","198","Then I verify ""Delete a sample task"" on 09/19/2022 as Completed is added in the tasklist","","Fri Nov 01 02:24:46 GMT 2024","passed","Fri Nov 01 02:24:46 GMT 2024","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Then I verify ""Delete a sample task"" on 09/19/2022 as Completed is added in the tasklist"
"","549","And I login with test@test.com and testpassword","","Fri Nov 01 02:24:41 GMT 2024","passed","Fri Nov 01 02:24:41 GMT 2024","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","And I login with test@test.com and testpassword"
"","559","And I logout from the dashboard","","Fri Nov 01 02:24:40 GMT 2024","passed","Fri Nov 01 02:24:41 GMT 2024","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I logout from the dashboard"
"","168","Given I am on the login page","","Fri Nov 01 02:24:53 GMT 2024","passed","Fri Nov 01 02:24:53 GMT 2024","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","Given I am on the login page"
"","454","Given I am on the login page","","Fri Nov 01 02:24:28 GMT 2024","passed","Fri Nov 01 02:24:29 GMT 2024","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","Given I am on the login page"
"","149","Then I verify ""Change status task"" status is changed to Incomplete","","Fri Nov 01 02:24:52 GMT 2024","passed","Fri Nov 01 02:24:52 GMT 2024","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Then I verify ""Change status task"" status is changed to Incomplete"
