"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Then I verify ""Change status task"" on 04/14/2021 as Completed is added in the tasklist","","Tue Jan 06 02:56:52 UTC 2026","skipped","Tue Jan 06 02:56:52 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Then I verify ""Change status task"" on 04/14/2021 as Completed is added in the tasklist"
"","763","Given I am on the login page","","Tue Jan 06 02:56:23 UTC 2026","passed","Tue Jan 06 02:56:24 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","Given I am on the login page"
"","0","And I delete ""Change status task"" by clicking on delete icon","","Tue Jan 06 02:56:52 UTC 2026","skipped","Tue Jan 06 02:56:52 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I delete ""Change status task"" by clicking on delete icon"
"","0","When I click on the text area of add todo input","","Tue Jan 06 02:57:03 UTC 2026","skipped","Tue Jan 06 02:57:03 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","When I click on the text area of add todo input"
"","10074","And I login with test@test.com and testpassword","","Tue Jan 06 02:56:53 UTC 2026","broken","Tue Jan 06 02:57:03 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I login with test@test.com and testpassword"
"","0","When I click on the text area of add todo input","","Tue Jan 06 02:56:42 UTC 2026","skipped","Tue Jan 06 02:56:42 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","When I click on the text area of add todo input"
"","0","And I logout from the dashboard","","Tue Jan 06 02:56:52 UTC 2026","skipped","Tue Jan 06 02:56:52 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I logout from the dashboard"
"","578","When I login with shanu@test.com and SuperSecretPassword!","","Tue Jan 06 02:56:24 UTC 2026","passed","Tue Jan 06 02:56:25 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","When I login with shanu@test.com and SuperSecretPassword!"
"","10085","Then I should see a toast message saying Login Successful !!","","Tue Jan 06 02:56:30 UTC 2026","failed","Tue Jan 06 02:56:40 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","Then I should see a toast message saying Login Successful !!"
"","133","Given I am on the login page","","Tue Jan 06 02:56:42 UTC 2026","passed","Tue Jan 06 02:56:42 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Given I am on the login page"
"","611","And I login with test@test.com and testpassword","","Tue Jan 06 02:56:24 UTC 2026","passed","Tue Jan 06 02:56:25 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I login with test@test.com and testpassword"
"","5151","Then I should see a toast message saying Login Failed !!","","Tue Jan 06 02:56:25 UTC 2026","passed","Tue Jan 06 02:56:30 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","Then I should see a toast message saying Login Failed !!"
"","173","Given I am on the login page","","Tue Jan 06 02:56:32 UTC 2026","passed","Tue Jan 06 02:56:32 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Given I am on the login page"
"","0","Then I verify ""Delete a sample task"" is deleted from the tasklist","","Tue Jan 06 02:56:42 UTC 2026","skipped","Tue Jan 06 02:56:42 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Then I verify ""Delete a sample task"" is deleted from the tasklist"
"","186","And I logout from the dashboard","","Tue Jan 06 02:56:32 UTC 2026","passed","Tue Jan 06 02:56:32 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I logout from the dashboard"
"","0","Then I verify ""Updated the task"" on 05/12/2021 as Incomplete is added in the tasklist","","Tue Jan 06 02:57:03 UTC 2026","skipped","Tue Jan 06 02:57:03 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","Then I verify ""Updated the task"" on 05/12/2021 as Incomplete is added in the tasklist"
"","0","Then I verify ""Update a sample task"" on 02/12/2021 as Completed is added in the tasklist","","Tue Jan 06 02:57:03 UTC 2026","skipped","Tue Jan 06 02:57:03 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","Then I verify ""Update a sample task"" on 02/12/2021 as Completed is added in the tasklist"
"","0","And I logout from the dashboard","","Tue Jan 06 02:57:03 UTC 2026","skipped","Tue Jan 06 02:57:03 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I logout from the dashboard"
"","1","","","Tue Jan 06 02:56:52 UTC 2026","passed","Tue Jan 06 02:56:52 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list",""
"","1","Then I verify ""Delete a sample task"" on 09/19/2022 as Completed is added in the tasklist","","Tue Jan 06 02:56:42 UTC 2026","skipped","Tue Jan 06 02:56:42 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Then I verify ""Delete a sample task"" on 09/19/2022 as Completed is added in the tasklist"
"","591","And I add ""Add a sample task"" on 10/22/2022 as Completed","","Tue Jan 06 02:56:31 UTC 2026","passed","Tue Jan 06 02:56:32 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I add ""Add a sample task"" on 10/22/2022 as Completed"
"","0","When I change ""Change status task"" status from Completed to Incomplete","","Tue Jan 06 02:56:52 UTC 2026","skipped","Tue Jan 06 02:56:52 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","When I change ""Change status task"" status from Completed to Incomplete"
"","6487","When I click on the text area of add todo input","","Tue Jan 06 02:56:25 UTC 2026","passed","Tue Jan 06 02:56:31 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","When I click on the text area of add todo input"
"","159","Given I am on the login page","","Tue Jan 06 02:56:52 UTC 2026","passed","Tue Jan 06 02:56:53 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","Given I am on the login page"
"","10077","And I login with test@test.com and testpassword","","Tue Jan 06 02:56:42 UTC 2026","broken","Tue Jan 06 02:56:52 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I login with test@test.com and testpassword"
"","0","And I add ""Delete a sample task"" on 09/19/2022 as Completed","","Tue Jan 06 02:56:42 UTC 2026","skipped","Tue Jan 06 02:56:42 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","And I add ""Delete a sample task"" on 09/19/2022 as Completed"
"","0","And I add ""Change status task"" on 04/14/2021 as Completed","","Tue Jan 06 02:56:52 UTC 2026","skipped","Tue Jan 06 02:56:52 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I add ""Change status task"" on 04/14/2021 as Completed"
"","0","When I update ""Update a sample task"" to ""Updated the task"" on 05/12/2021 as Incomplete in the tasklist","","Tue Jan 06 02:57:03 UTC 2026","skipped","Tue Jan 06 02:57:03 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","When I update ""Update a sample task"" to ""Updated the task"" on 05/12/2021 as Incomplete in the tasklist"
"","0","Then I verify ""Change status task"" status is changed to Incomplete","","Tue Jan 06 02:56:52 UTC 2026","skipped","Tue Jan 06 02:56:52 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Then I verify ""Change status task"" status is changed to Incomplete"
"","191","Then I verify ""Add a sample task"" on 10/22/2022 as Completed is added in the tasklist","","Tue Jan 06 02:56:32 UTC 2026","passed","Tue Jan 06 02:56:32 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","Then I verify ""Add a sample task"" on 10/22/2022 as Completed is added in the tasklist"
"","0","And I delete ""Updated the task"" by clicking on delete icon","","Tue Jan 06 02:57:03 UTC 2026","skipped","Tue Jan 06 02:57:03 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I delete ""Updated the task"" by clicking on delete icon"
"","0","","","Tue Jan 06 02:56:32 UTC 2026","passed","Tue Jan 06 02:56:32 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list",""
"","10074","And I login with test@test.com and testpassword","","Tue Jan 06 02:56:32 UTC 2026","broken","Tue Jan 06 02:56:42 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","And I login with test@test.com and testpassword"
"","1","","","Tue Jan 06 02:57:03 UTC 2026","passed","Tue Jan 06 02:57:03 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list",""
"","0","When I delete ""Delete a sample task"" by clicking on delete icon","","Tue Jan 06 02:56:42 UTC 2026","skipped","Tue Jan 06 02:56:42 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","When I delete ""Delete a sample task"" by clicking on delete icon"
"","0","And I add ""Update a sample task"" on 02/12/2021 as Completed","","Tue Jan 06 02:57:03 UTC 2026","skipped","Tue Jan 06 02:57:03 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I add ""Update a sample task"" on 02/12/2021 as Completed"
"","102","Given I am on the login page","","Tue Jan 06 02:56:30 UTC 2026","passed","Tue Jan 06 02:56:30 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","Given I am on the login page"
"","0","When I click on the text area of add todo input","","Tue Jan 06 02:56:52 UTC 2026","skipped","Tue Jan 06 02:56:52 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","When I click on the text area of add todo input"
"","319","When I login with test@test.com and testpassword","","Tue Jan 06 02:56:30 UTC 2026","passed","Tue Jan 06 02:56:30 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","When I login with test@test.com and testpassword"
"","0","And I logout from the dashboard","","Tue Jan 06 02:56:42 UTC 2026","skipped","Tue Jan 06 02:56:42 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","And I logout from the dashboard"
"","0","","","Tue Jan 06 02:56:42 UTC 2026","passed","Tue Jan 06 02:56:42 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list",""
"","0","","","Tue Jan 06 02:56:40 UTC 2026","passed","Tue Jan 06 02:56:40 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page",""
