"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1379","Then I verify ""Delete a sample task"" on 09/19/2022 as Completed is added in the tasklist","","Tue Feb 03 03:33:04 UTC 2026","passed","Tue Feb 03 03:33:06 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Then I verify ""Delete a sample task"" on 09/19/2022 as Completed is added in the tasklist"
"","0","","","Tue Feb 03 03:33:17 UTC 2026","passed","Tue Feb 03 03:33:17 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list",""
"","241","And I logout from the dashboard","","Tue Feb 03 03:33:11 UTC 2026","passed","Tue Feb 03 03:33:11 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I logout from the dashboard"
"","1","","","Tue Feb 03 03:33:06 UTC 2026","passed","Tue Feb 03 03:33:06 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page",""
"","315","When I login with test@test.com and testpassword","","Tue Feb 03 03:32:59 UTC 2026","passed","Tue Feb 03 03:33:00 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","When I login with test@test.com and testpassword"
"","1967","When I click on the text area of add todo input","","Tue Feb 03 03:33:07 UTC 2026","passed","Tue Feb 03 03:33:09 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","When I click on the text area of add todo input"
"","170","Then I verify ""Update a sample task"" on 02/12/2021 as Completed is added in the tasklist","","Tue Feb 03 03:33:14 UTC 2026","passed","Tue Feb 03 03:33:14 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","Then I verify ""Update a sample task"" on 02/12/2021 as Completed is added in the tasklist"
"","113","Then I verify ""Change status task"" status is changed to Incomplete","","Tue Feb 03 03:33:11 UTC 2026","passed","Tue Feb 03 03:33:11 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Then I verify ""Change status task"" status is changed to Incomplete"
"","537","When I login with shanu@test.com and SuperSecretPassword!","","Tue Feb 03 03:32:54 UTC 2026","passed","Tue Feb 03 03:32:54 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","When I login with shanu@test.com and SuperSecretPassword!"
"","1266","Then I verify ""Change status task"" on 04/14/2021 as Completed is added in the tasklist","","Tue Feb 03 03:33:09 UTC 2026","passed","Tue Feb 03 03:33:11 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Then I verify ""Change status task"" on 04/14/2021 as Completed is added in the tasklist"
"","436","Given I am on the login page","","Tue Feb 03 03:32:53 UTC 2026","passed","Tue Feb 03 03:32:54 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","Given I am on the login page"
"","257","And I logout from the dashboard","","Tue Feb 03 03:33:17 UTC 2026","passed","Tue Feb 03 03:33:17 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I logout from the dashboard"
"","516","And I login with test@test.com and testpassword","","Tue Feb 03 03:32:54 UTC 2026","passed","Tue Feb 03 03:32:54 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I login with test@test.com and testpassword"
"","256","When I delete ""Delete a sample task"" by clicking on delete icon","","Tue Feb 03 03:33:06 UTC 2026","passed","Tue Feb 03 03:33:06 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","When I delete ""Delete a sample task"" by clicking on delete icon"
"","6238","Then I should see a toast message saying Login Successful !!","","Tue Feb 03 03:33:00 UTC 2026","passed","Tue Feb 03 03:33:06 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","Then I should see a toast message saying Login Successful !!"
