"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","111","Given I am on the login page","","Mon Mar 23 03:42:38 UTC 2026","passed","Mon Mar 23 03:42:38 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","Given I am on the login page"
"","126","Given I am on the login page","","Mon Mar 23 03:42:42 UTC 2026","passed","Mon Mar 23 03:42:42 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Given I am on the login page"
"","1319","Then I verify ""Updated the task"" on 05/12/2021 as Incomplete is added in the tasklist","","Mon Mar 23 03:42:56 UTC 2026","passed","Mon Mar 23 03:42:58 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","Then I verify ""Updated the task"" on 05/12/2021 as Incomplete is added in the tasklist"
"","1227","Then I verify ""Delete a sample task"" on 09/19/2022 as Completed is added in the tasklist","","Mon Mar 23 03:42:45 UTC 2026","passed","Mon Mar 23 03:42:46 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Then I verify ""Delete a sample task"" on 09/19/2022 as Completed is added in the tasklist"
"","1526","Given I am on the login page","","Mon Mar 23 03:42:31 UTC 2026","passed","Mon Mar 23 03:42:32 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","Given I am on the login page"
"","854","When I login with shanu@test.com and SuperSecretPassword!","","Mon Mar 23 03:42:32 UTC 2026","passed","Mon Mar 23 03:42:33 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","When I login with shanu@test.com and SuperSecretPassword!"
"","152","Given I am on the login page","","Mon Mar 23 03:42:52 UTC 2026","passed","Mon Mar 23 03:42:52 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","Given I am on the login page"
"","6893","When I click on the text area of add todo input","","Mon Mar 23 03:42:33 UTC 2026","passed","Mon Mar 23 03:42:40 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","When I click on the text area of add todo input"
"","846","And I login with test@test.com and testpassword","","Mon Mar 23 03:42:32 UTC 2026","passed","Mon Mar 23 03:42:33 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I login with test@test.com and testpassword"
"","167","Then I verify ""Update a sample task"" on 02/12/2021 as Completed is added in the tasklist","","Mon Mar 23 03:42:55 UTC 2026","passed","Mon Mar 23 03:42:56 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","Then I verify ""Update a sample task"" on 02/12/2021 as Completed is added in the tasklist"
"","0","","","Mon Mar 23 03:42:45 UTC 2026","passed","Mon Mar 23 03:42:45 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page",""
"","242","And I logout from the dashboard","","Mon Mar 23 03:42:52 UTC 2026","passed","Mon Mar 23 03:42:52 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I logout from the dashboard"
"","2138","When I click on the text area of add todo input","","Mon Mar 23 03:42:42 UTC 2026","passed","Mon Mar 23 03:42:44 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","When I click on the text area of add todo input"
"","263","Then I verify ""Add a sample task"" on 10/22/2022 as Completed is added in the tasklist","","Mon Mar 23 03:42:41 UTC 2026","passed","Mon Mar 23 03:42:41 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","Then I verify ""Add a sample task"" on 10/22/2022 as Completed is added in the tasklist"
"","116","Then I verify ""Delete a sample task"" is deleted from the tasklist","","Mon Mar 23 03:42:46 UTC 2026","passed","Mon Mar 23 03:42:46 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Then I verify ""Delete a sample task"" is deleted from the tasklist"
"","573","And I add ""Delete a sample task"" on 09/19/2022 as Completed","","Mon Mar 23 03:42:44 UTC 2026","passed","Mon Mar 23 03:42:45 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","And I add ""Delete a sample task"" on 09/19/2022 as Completed"
"","323","And I login with test@test.com and testpassword","","Mon Mar 23 03:42:47 UTC 2026","passed","Mon Mar 23 03:42:47 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I login with test@test.com and testpassword"
"","198","And I delete ""Change status task"" by clicking on delete icon","","Mon Mar 23 03:42:52 UTC 2026","passed","Mon Mar 23 03:42:52 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I delete ""Change status task"" by clicking on delete icon"
"","2127","When I click on the text area of add todo input","","Mon Mar 23 03:42:47 UTC 2026","passed","Mon Mar 23 03:42:49 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","When I click on the text area of add todo input"
"","1715","Then I verify ""Change status task"" on 04/14/2021 as Completed is added in the tasklist","","Mon Mar 23 03:42:50 UTC 2026","passed","Mon Mar 23 03:42:51 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Then I verify ""Change status task"" on 04/14/2021 as Completed is added in the tasklist"
"","340","And I login with test@test.com and testpassword","","Mon Mar 23 03:42:42 UTC 2026","passed","Mon Mar 23 03:42:42 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","And I login with test@test.com and testpassword"
"","200","And I delete ""Updated the task"" by clicking on delete icon","","Mon Mar 23 03:42:58 UTC 2026","passed","Mon Mar 23 03:42:58 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I delete ""Updated the task"" by clicking on delete icon"
"","0","","","Mon Mar 23 03:42:46 UTC 2026","passed","Mon Mar 23 03:42:46 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list",""
"","599","And I add ""Update a sample task"" on 02/12/2021 as Completed","","Mon Mar 23 03:42:55 UTC 2026","passed","Mon Mar 23 03:42:55 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I add ""Update a sample task"" on 02/12/2021 as Completed"
"","183","When I delete ""Delete a sample task"" by clicking on delete icon","","Mon Mar 23 03:42:46 UTC 2026","passed","Mon Mar 23 03:42:46 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","When I delete ""Delete a sample task"" by clicking on delete icon"
"","535","When I update ""Update a sample task"" to ""Updated the task"" on 05/12/2021 as Incomplete in the tasklist","","Mon Mar 23 03:42:56 UTC 2026","passed","Mon Mar 23 03:42:56 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","When I update ""Update a sample task"" to ""Updated the task"" on 05/12/2021 as Incomplete in the tasklist"
"","133","Given I am on the login page","","Mon Mar 23 03:42:46 UTC 2026","passed","Mon Mar 23 03:42:47 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Given I am on the login page"
"","243","And I logout from the dashboard","","Mon Mar 23 03:42:46 UTC 2026","passed","Mon Mar 23 03:42:46 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","And I logout from the dashboard"
"","0","","","Mon Mar 23 03:42:58 UTC 2026","passed","Mon Mar 23 03:42:58 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list",""
"","133","Then I verify ""Change status task"" status is changed to Incomplete","","Mon Mar 23 03:42:52 UTC 2026","passed","Mon Mar 23 03:42:52 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Then I verify ""Change status task"" status is changed to Incomplete"
"","258","And I logout from the dashboard","","Mon Mar 23 03:42:58 UTC 2026","passed","Mon Mar 23 03:42:58 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I logout from the dashboard"
"","0","","","Mon Mar 23 03:42:52 UTC 2026","passed","Mon Mar 23 03:42:52 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list",""
"","543","And I add ""Change status task"" on 04/14/2021 as Completed","","Mon Mar 23 03:42:49 UTC 2026","passed","Mon Mar 23 03:42:50 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I add ""Change status task"" on 04/14/2021 as Completed"
"","2308","When I click on the text area of add todo input","","Mon Mar 23 03:42:53 UTC 2026","passed","Mon Mar 23 03:42:55 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","When I click on the text area of add todo input"
"","1","","","Mon Mar 23 03:42:41 UTC 2026","passed","Mon Mar 23 03:42:41 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list",""
"","333","And I login with test@test.com and testpassword","","Mon Mar 23 03:42:52 UTC 2026","passed","Mon Mar 23 03:42:53 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I login with test@test.com and testpassword"
"","1059","And I add ""Add a sample task"" on 10/22/2022 as Completed","","Mon Mar 23 03:42:40 UTC 2026","passed","Mon Mar 23 03:42:41 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I add ""Add a sample task"" on 10/22/2022 as Completed"
"","6217","Then I should see a toast message saying Login Successful !!","","Mon Mar 23 03:42:39 UTC 2026","passed","Mon Mar 23 03:42:45 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","Then I should see a toast message saying Login Successful !!"
"","5218","Then I should see a toast message saying Login Failed !!","","Mon Mar 23 03:42:33 UTC 2026","passed","Mon Mar 23 03:42:38 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","Then I should see a toast message saying Login Failed !!"
"","187","When I change ""Change status task"" status from Completed to Incomplete","","Mon Mar 23 03:42:51 UTC 2026","passed","Mon Mar 23 03:42:52 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","When I change ""Change status task"" status from Completed to Incomplete"
"","338","And I logout from the dashboard","","Mon Mar 23 03:42:41 UTC 2026","passed","Mon Mar 23 03:42:41 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I logout from the dashboard"
"","325","When I login with test@test.com and testpassword","","Mon Mar 23 03:42:38 UTC 2026","passed","Mon Mar 23 03:42:39 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","When I login with test@test.com and testpassword"
