"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","825","And I add ""Add a sample task"" on 10/22/2022 as Completed","","Tue Jan 28 02:12:23 GMT 2025","passed","Tue Jan 28 02:12:23 GMT 2025","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I add ""Add a sample task"" on 10/22/2022 as Completed"
"","173","Then I verify ""Updated the task"" on 05/12/2021 as Incomplete is added in the tasklist","","Tue Jan 28 02:12:46 GMT 2025","passed","Tue Jan 28 02:12:46 GMT 2025","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","Then I verify ""Updated the task"" on 05/12/2021 as Incomplete is added in the tasklist"
"","177","Given I am on the login page","","Tue Jan 28 02:12:24 GMT 2025","passed","Tue Jan 28 02:12:24 GMT 2025","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Given I am on the login page"
"","228","And I delete ""Change status task"" by clicking on delete icon","","Tue Jan 28 02:12:37 GMT 2025","passed","Tue Jan 28 02:12:37 GMT 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I delete ""Change status task"" by clicking on delete icon"
"","187","Given I am on the login page","","Tue Jan 28 02:12:31 GMT 2025","passed","Tue Jan 28 02:12:31 GMT 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Given I am on the login page"
"","4525","When I click on the text area of add todo input","","Tue Jan 28 02:12:25 GMT 2025","passed","Tue Jan 28 02:12:29 GMT 2025","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","When I click on the text area of add todo input"
"","0","","","Tue Jan 28 02:12:24 GMT 2025","passed","Tue Jan 28 02:12:24 GMT 2025","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list",""
"","226","Then I verify ""Change status task"" on 04/14/2021 as Completed is added in the tasklist","","Tue Jan 28 02:12:36 GMT 2025","passed","Tue Jan 28 02:12:36 GMT 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Then I verify ""Change status task"" on 04/14/2021 as Completed is added in the tasklist"
"","240","When I delete ""Delete a sample task"" by clicking on delete icon","","Tue Jan 28 02:12:30 GMT 2025","passed","Tue Jan 28 02:12:30 GMT 2025","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","When I delete ""Delete a sample task"" by clicking on delete icon"
"","425","And I login with test@test.com and testpassword","","Tue Jan 28 02:12:24 GMT 2025","passed","Tue Jan 28 02:12:25 GMT 2025","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","And I login with test@test.com and testpassword"
