"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 02:13:20 GMT 2023","Sun Apr 23 02:13:21 GMT 2023","605","","This is for tasklist test scenario automation: Update task in the task list","","This is for tasklist test scenario automation: Update task in the task list","And I add ""Update a sample task"" on 02/12/2021 as Completed","And I add ""Update a sample task"" on 02/12/2021 as Completed",""
"passed","Sun Apr 23 02:13:22 GMT 2023","Sun Apr 23 02:13:23 GMT 2023","850","","This is for tasklist test scenario automation: Update task in the task list","","This is for tasklist test scenario automation: Update task in the task list","When I update ""Update a sample task"" to ""Updated the task"" on 05/12/2021 as Incomplete in the tasklist","When I update ""Update a sample task"" to ""Updated the task"" on 05/12/2021 as Incomplete in the tasklist",""
"passed","Sun Apr 23 02:12:58 GMT 2023","Sun Apr 23 02:13:03 GMT 2023","5278","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","Then I should see a toast message saying Login Failed !!","Then I should see a toast message saying Login Failed !!",""
"passed","Sun Apr 23 02:13:07 GMT 2023","Sun Apr 23 02:13:07 GMT 2023","275","","This is for tasklist test scenario automation: Delete task to the task list","","This is for tasklist test scenario automation: Delete task to the task list","Given I am on the login page","Given I am on the login page",""
"passed","Sun Apr 23 02:13:03 GMT 2023","Sun Apr 23 02:13:03 GMT 2023","310","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","Given I am on the login page","Given I am on the login page",""
"passed","Sun Apr 23 02:13:17 GMT 2023","Sun Apr 23 02:13:18 GMT 2023","284","","This is for tasklist test scenario automation: Update task in the task list","","This is for tasklist test scenario automation: Update task in the task list","Given I am on the login page","Given I am on the login page",""
"passed","Sun Apr 23 02:13:25 GMT 2023","Sun Apr 23 02:13:25 GMT 2023","0","","This is for tasklist test scenario automation: Update task in the task list","","This is for tasklist test scenario automation: Update task in the task list","","",""
"passed","Sun Apr 23 02:13:16 GMT 2023","Sun Apr 23 02:13:16 GMT 2023","281","","This is for tasklist test scenario automation: Change task status in the task list","","This is for tasklist test scenario automation: Change task status in the task list","Then I verify ""Change status task"" on 04/14/2021 as Completed is added in the tasklist","Then I verify ""Change status task"" on 04/14/2021 as Completed is added in the tasklist",""
"passed","Sun Apr 23 02:13:11 GMT 2023","Sun Apr 23 02:13:11 GMT 2023","418","","This is for tasklist test scenario automation: Delete task to the task list","","This is for tasklist test scenario automation: Delete task to the task list","Then I verify ""Delete a sample task"" is deleted from the tasklist","Then I verify ""Delete a sample task"" is deleted from the tasklist",""
"passed","Sun Apr 23 02:13:17 GMT 2023","Sun Apr 23 02:13:17 GMT 2023","312","","This is for tasklist test scenario automation: Change task status in the task list","","This is for tasklist test scenario automation: Change task status in the task list","And I logout from the dashboard","And I logout from the dashboard",""
"passed","Sun Apr 23 02:12:55 GMT 2023","Sun Apr 23 02:12:57 GMT 2023","1755","","This is for tasklist test scenario automation: Add task to the task list","","This is for tasklist test scenario automation: Add task to the task list","Given I am on the login page","Given I am on the login page",""
"passed","Sun Apr 23 02:13:07 GMT 2023","Sun Apr 23 02:13:07 GMT 2023","1","","This is for tasklist test scenario automation: Add task to the task list","","This is for tasklist test scenario automation: Add task to the task list","","",""
"passed","Sun Apr 23 02:13:25 GMT 2023","Sun Apr 23 02:13:25 GMT 2023","322","","This is for tasklist test scenario automation: Update task in the task list","","This is for tasklist test scenario automation: Update task in the task list","And I logout from the dashboard","And I logout from the dashboard",""
"passed","Sun Apr 23 02:13:11 GMT 2023","Sun Apr 23 02:13:11 GMT 2023","285","","This is for tasklist test scenario automation: Delete task to the task list","","This is for tasklist test scenario automation: Delete task to the task list","When I delete ""Delete a sample task"" by clicking on delete icon","When I delete ""Delete a sample task"" by clicking on delete icon",""
"passed","Sun Apr 23 02:13:04 GMT 2023","Sun Apr 23 02:13:06 GMT 2023","1946","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","Then I should see a toast message saying Login Successful !!","Then I should see a toast message saying Login Successful !!",""
"passed","Sun Apr 23 02:13:23 GMT 2023","Sun Apr 23 02:13:24 GMT 2023","1298","","This is for tasklist test scenario automation: Update task in the task list","","This is for tasklist test scenario automation: Update task in the task list","Then I verify ""Updated the task"" on 05/12/2021 as Incomplete is added in the tasklist","Then I verify ""Updated the task"" on 05/12/2021 as Incomplete is added in the tasklist",""
"passed","Sun Apr 23 02:13:05 GMT 2023","Sun Apr 23 02:13:06 GMT 2023","904","","This is for tasklist test scenario automation: Add task to the task list","","This is for tasklist test scenario automation: Add task to the task list","And I add ""Add a sample task"" on 10/22/2022 as Completed","And I add ""Add a sample task"" on 10/22/2022 as Completed",""
"passed","Sun Apr 23 02:13:10 GMT 2023","Sun Apr 23 02:13:10 GMT 2023","624","","This is for tasklist test scenario automation: Delete task to the task list","","This is for tasklist test scenario automation: Delete task to the task list","And I add ""Delete a sample task"" on 09/19/2022 as Completed","And I add ""Delete a sample task"" on 09/19/2022 as Completed",""
"passed","Sun Apr 23 02:13:07 GMT 2023","Sun Apr 23 02:13:08 GMT 2023","486","","This is for tasklist test scenario automation: Delete task to the task list","","This is for tasklist test scenario automation: Delete task to the task list","And I login with test@test.com and testpassword","And I login with test@test.com and testpassword",""
"passed","Sun Apr 23 02:13:18 GMT 2023","Sun Apr 23 02:13:20 GMT 2023","2263","","This is for tasklist test scenario automation: Update task in the task list","","This is for tasklist test scenario automation: Update task in the task list","When I click on the text area of add todo input","When I click on the text area of add todo input",""
"passed","Sun Apr 23 02:13:15 GMT 2023","Sun Apr 23 02:13:16 GMT 2023","607","","This is for tasklist test scenario automation: Change task status in the task list","","This is for tasklist test scenario automation: Change task status in the task list","And I add ""Change status task"" on 04/14/2021 as Completed","And I add ""Change status task"" on 04/14/2021 as Completed",""
"passed","Sun Apr 23 02:13:07 GMT 2023","Sun Apr 23 02:13:07 GMT 2023","326","","This is for tasklist test scenario automation: Add task to the task list","","This is for tasklist test scenario automation: Add task to the task list","And I logout from the dashboard","And I logout from the dashboard",""
"passed","Sun Apr 23 02:13:24 GMT 2023","Sun Apr 23 02:13:25 GMT 2023","286","","This is for tasklist test scenario automation: Update task in the task list","","This is for tasklist test scenario automation: Update task in the task list","And I delete ""Updated the task"" by clicking on delete icon","And I delete ""Updated the task"" by clicking on delete icon",""
"passed","Sun Apr 23 02:13:12 GMT 2023","Sun Apr 23 02:13:12 GMT 2023","282","","This is for tasklist test scenario automation: Change task status in the task list","","This is for tasklist test scenario automation: Change task status in the task list","Given I am on the login page","Given I am on the login page",""
"passed","Sun Apr 23 02:13:17 GMT 2023","Sun Apr 23 02:13:17 GMT 2023","0","","This is for tasklist test scenario automation: Change task status in the task list","","This is for tasklist test scenario automation: Change task status in the task list","","",""
"passed","Sun Apr 23 02:12:57 GMT 2023","Sun Apr 23 02:12:58 GMT 2023","868","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","When I login with shanu@test.com and SuperSecretPassword!","When I login with shanu@test.com and SuperSecretPassword!",""
"passed","Sun Apr 23 02:13:08 GMT 2023","Sun Apr 23 02:13:10 GMT 2023","2150","","This is for tasklist test scenario automation: Delete task to the task list","","This is for tasklist test scenario automation: Delete task to the task list","When I click on the text area of add todo input","When I click on the text area of add todo input",""
"passed","Sun Apr 23 02:13:11 GMT 2023","Sun Apr 23 02:13:12 GMT 2023","408","","This is for tasklist test scenario automation: Delete task to the task list","","This is for tasklist test scenario automation: Delete task to the task list","And I logout from the dashboard","And I logout from the dashboard",""
