"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","267","When I login with test@test.com and testpassword","","Mon Jan 26 03:12:04 UTC 2026","passed","Mon Jan 26 03:12:04 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","When I login with test@test.com and testpassword"
"","2729","When I click on the text area of add todo input","","Mon Jan 26 03:12:16 UTC 2026","passed","Mon Jan 26 03:12:19 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","When I click on the text area of add todo input"
"","165","Then I verify ""Add a sample task"" on 10/22/2022 as Completed is added in the tasklist","","Mon Jan 26 03:12:05 UTC 2026","passed","Mon Jan 26 03:12:05 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","Then I verify ""Add a sample task"" on 10/22/2022 as Completed is added in the tasklist"
"","207","And I logout from the dashboard","","Mon Jan 26 03:12:16 UTC 2026","passed","Mon Jan 26 03:12:16 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I logout from the dashboard"
"","122","Given I am on the login page","","Mon Jan 26 03:12:10 UTC 2026","passed","Mon Jan 26 03:12:11 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Given I am on the login page"
"","116","Then I verify ""Change status task"" status is changed to Incomplete","","Mon Jan 26 03:12:15 UTC 2026","passed","Mon Jan 26 03:12:16 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Then I verify ""Change status task"" status is changed to Incomplete"
"","285","And I login with test@test.com and testpassword","","Mon Jan 26 03:12:11 UTC 2026","passed","Mon Jan 26 03:12:11 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I login with test@test.com and testpassword"
"","487","When I update ""Update a sample task"" to ""Updated the task"" on 05/12/2021 as Incomplete in the tasklist","","Mon Jan 26 03:12:20 UTC 2026","passed","Mon Jan 26 03:12:20 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","When I update ""Update a sample task"" to ""Updated the task"" on 05/12/2021 as Incomplete in the tasklist"
"","0","","","Mon Jan 26 03:12:10 UTC 2026","passed","Mon Jan 26 03:12:10 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list",""
"","6439","When I click on the text area of add todo input","","Mon Jan 26 03:11:58 UTC 2026","passed","Mon Jan 26 03:12:05 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","When I click on the text area of add todo input"
"","1266","Then I verify ""Delete a sample task"" on 09/19/2022 as Completed is added in the tasklist","","Mon Jan 26 03:12:09 UTC 2026","passed","Mon Jan 26 03:12:10 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Then I verify ""Delete a sample task"" on 09/19/2022 as Completed is added in the tasklist"
"","143","Given I am on the login page","","Mon Jan 26 03:12:06 UTC 2026","passed","Mon Jan 26 03:12:06 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Given I am on the login page"
"","148","Then I verify ""Update a sample task"" on 02/12/2021 as Completed is added in the tasklist","","Mon Jan 26 03:12:19 UTC 2026","passed","Mon Jan 26 03:12:20 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","Then I verify ""Update a sample task"" on 02/12/2021 as Completed is added in the tasklist"
"","122","Given I am on the login page","","Mon Jan 26 03:12:16 UTC 2026","passed","Mon Jan 26 03:12:16 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","Given I am on the login page"
"","186","When I delete ""Delete a sample task"" by clicking on delete icon","","Mon Jan 26 03:12:10 UTC 2026","passed","Mon Jan 26 03:12:10 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","When I delete ""Delete a sample task"" by clicking on delete icon"
"","106","Then I verify ""Delete a sample task"" is deleted from the tasklist","","Mon Jan 26 03:12:10 UTC 2026","passed","Mon Jan 26 03:12:10 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Then I verify ""Delete a sample task"" is deleted from the tasklist"
