"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","319","And I login with test@test.com and testpassword","","Thu Jan 15 02:57:44 UTC 2026","passed","Thu Jan 15 02:57:44 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I login with test@test.com and testpassword"
"","208","Then I verify ""Add a sample task"" on 10/22/2022 as Completed is added in the tasklist","","Thu Jan 15 02:57:34 UTC 2026","passed","Thu Jan 15 02:57:34 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","Then I verify ""Add a sample task"" on 10/22/2022 as Completed is added in the tasklist"
"","331","And I login with test@test.com and testpassword","","Thu Jan 15 02:57:35 UTC 2026","passed","Thu Jan 15 02:57:35 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","And I login with test@test.com and testpassword"
"","286","When I login with test@test.com and testpassword","","Thu Jan 15 02:57:32 UTC 2026","passed","Thu Jan 15 02:57:32 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","When I login with test@test.com and testpassword"
"","116","Then I verify ""Delete a sample task"" is deleted from the tasklist","","Thu Jan 15 02:57:43 UTC 2026","passed","Thu Jan 15 02:57:43 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Then I verify ""Delete a sample task"" is deleted from the tasklist"
"","6171","Then I should see a toast message saying Login Successful !!","","Thu Jan 15 02:57:32 UTC 2026","passed","Thu Jan 15 02:57:39 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","Then I should see a toast message saying Login Successful !!"
"","238","And I logout from the dashboard","","Thu Jan 15 02:57:34 UTC 2026","passed","Thu Jan 15 02:57:34 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I logout from the dashboard"
"","0","","","Thu Jan 15 02:57:48 UTC 2026","passed","Thu Jan 15 02:57:48 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list",""
"","0","","","Thu Jan 15 02:57:43 UTC 2026","passed","Thu Jan 15 02:57:43 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list",""
"","471","And I login with test@test.com and testpassword","","Thu Jan 15 02:57:26 UTC 2026","passed","Thu Jan 15 02:57:27 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I login with test@test.com and testpassword"
"","2200","When I click on the text area of add todo input","","Thu Jan 15 02:57:48 UTC 2026","passed","Thu Jan 15 02:57:51 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","When I click on the text area of add todo input"
"","473","And I add ""Add a sample task"" on 10/22/2022 as Completed","","Thu Jan 15 02:57:33 UTC 2026","passed","Thu Jan 15 02:57:34 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I add ""Add a sample task"" on 10/22/2022 as Completed"
"","507","Given I am on the login page","","Thu Jan 15 02:57:26 UTC 2026","passed","Thu Jan 15 02:57:26 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","Given I am on the login page"
