"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1403","When I click on the text area of add todo input","","Wed Oct 08 02:20:02 UTC 2025","passed","Wed Oct 08 02:20:04 UTC 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","When I click on the text area of add todo input"
"","191","And I logout from the dashboard","","Wed Oct 08 02:20:06 UTC 2025","passed","Wed Oct 08 02:20:06 UTC 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I logout from the dashboard"
"","5148","Then I should see a toast message saying Login Failed !!","","Wed Oct 08 02:19:51 UTC 2025","passed","Wed Oct 08 02:19:56 UTC 2025","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","Then I should see a toast message saying Login Failed !!"
"","133","Given I am on the login page","","Wed Oct 08 02:19:58 UTC 2025","passed","Wed Oct 08 02:19:58 UTC 2025","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Given I am on the login page"
"","148","And I delete ""Change status task"" by clicking on delete icon","","Wed Oct 08 02:20:06 UTC 2025","passed","Wed Oct 08 02:20:06 UTC 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I delete ""Change status task"" by clicking on delete icon"
"","298","When I login with test@test.com and testpassword","","Wed Oct 08 02:19:56 UTC 2025","passed","Wed Oct 08 02:19:56 UTC 2025","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","When I login with test@test.com and testpassword"
"","1184","Then I verify ""Delete a sample task"" on 09/19/2022 as Completed is added in the tasklist","","Wed Oct 08 02:20:00 UTC 2025","passed","Wed Oct 08 02:20:01 UTC 2025","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Then I verify ""Delete a sample task"" on 09/19/2022 as Completed is added in the tasklist"
"","185","When I delete ""Delete a sample task"" by clicking on delete icon","","Wed Oct 08 02:20:01 UTC 2025","passed","Wed Oct 08 02:20:02 UTC 2025","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","When I delete ""Delete a sample task"" by clicking on delete icon"
"","0","","","Wed Oct 08 02:20:10 UTC 2025","passed","Wed Oct 08 02:20:10 UTC 2025","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list",""
"","608","And I login with test@test.com and testpassword","","Wed Oct 08 02:19:50 UTC 2025","passed","Wed Oct 08 02:19:51 UTC 2025","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I login with test@test.com and testpassword"
"","0","","","Wed Oct 08 02:20:06 UTC 2025","passed","Wed Oct 08 02:20:06 UTC 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list",""
"","1166","Then I verify ""Change status task"" on 04/14/2021 as Completed is added in the tasklist","","Wed Oct 08 02:20:04 UTC 2025","passed","Wed Oct 08 02:20:05 UTC 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Then I verify ""Change status task"" on 04/14/2021 as Completed is added in the tasklist"
"","1396","When I click on the text area of add todo input","","Wed Oct 08 02:20:06 UTC 2025","passed","Wed Oct 08 02:20:08 UTC 2025","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","When I click on the text area of add todo input"
"","116","Then I verify ""Delete a sample task"" is deleted from the tasklist","","Wed Oct 08 02:20:02 UTC 2025","passed","Wed Oct 08 02:20:02 UTC 2025","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Then I verify ""Delete a sample task"" is deleted from the tasklist"
"","443","And I add ""Add a sample task"" on 10/22/2022 as Completed","","Wed Oct 08 02:19:57 UTC 2025","passed","Wed Oct 08 02:19:57 UTC 2025","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I add ""Add a sample task"" on 10/22/2022 as Completed"
"","171","When I change ""Change status task"" status from Completed to Incomplete","","Wed Oct 08 02:20:05 UTC 2025","passed","Wed Oct 08 02:20:06 UTC 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","When I change ""Change status task"" status from Completed to Incomplete"
"","799","Then I verify ""Updated the task"" on 05/12/2021 as Incomplete is added in the tasklist","","Wed Oct 08 02:20:09 UTC 2025","passed","Wed Oct 08 02:20:10 UTC 2025","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","Then I verify ""Updated the task"" on 05/12/2021 as Incomplete is added in the tasklist"
"","100","Then I verify ""Change status task"" status is changed to Incomplete","","Wed Oct 08 02:20:06 UTC 2025","passed","Wed Oct 08 02:20:06 UTC 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Then I verify ""Change status task"" status is changed to Incomplete"
"","6190","Then I should see a toast message saying Login Successful !!","","Wed Oct 08 02:19:56 UTC 2025","passed","Wed Oct 08 02:20:03 UTC 2025","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","Then I should see a toast message saying Login Successful !!"
"","405","And I logout from the dashboard","","Wed Oct 08 02:19:58 UTC 2025","passed","Wed Oct 08 02:19:58 UTC 2025","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I logout from the dashboard"
"","1","","","Wed Oct 08 02:20:03 UTC 2025","passed","Wed Oct 08 02:20:03 UTC 2025","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page",""
"","229","Then I verify ""Add a sample task"" on 10/22/2022 as Completed is added in the tasklist","","Wed Oct 08 02:19:57 UTC 2025","passed","Wed Oct 08 02:19:58 UTC 2025","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","Then I verify ""Add a sample task"" on 10/22/2022 as Completed is added in the tasklist"
"","461","And I add ""Update a sample task"" on 02/12/2021 as Completed","","Wed Oct 08 02:20:08 UTC 2025","passed","Wed Oct 08 02:20:08 UTC 2025","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I add ""Update a sample task"" on 02/12/2021 as Completed"
"","429","And I add ""Change status task"" on 04/14/2021 as Completed","","Wed Oct 08 02:20:04 UTC 2025","passed","Wed Oct 08 02:20:04 UTC 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I add ""Change status task"" on 04/14/2021 as Completed"
"","0","","","Wed Oct 08 02:20:02 UTC 2025","passed","Wed Oct 08 02:20:02 UTC 2025","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list",""
"","156","Given I am on the login page","","Wed Oct 08 02:19:56 UTC 2025","passed","Wed Oct 08 02:19:56 UTC 2025","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","Given I am on the login page"
"","270","And I login with test@test.com and testpassword","","Wed Oct 08 02:19:58 UTC 2025","passed","Wed Oct 08 02:19:58 UTC 2025","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","And I login with test@test.com and testpassword"
"","135","Given I am on the login page","","Wed Oct 08 02:20:02 UTC 2025","passed","Wed Oct 08 02:20:02 UTC 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Given I am on the login page"
"","325","And I login with test@test.com and testpassword","","Wed Oct 08 02:20:02 UTC 2025","passed","Wed Oct 08 02:20:02 UTC 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I login with test@test.com and testpassword"
"","425","And I add ""Delete a sample task"" on 09/19/2022 as Completed","","Wed Oct 08 02:20:00 UTC 2025","passed","Wed Oct 08 02:20:00 UTC 2025","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","And I add ""Delete a sample task"" on 09/19/2022 as Completed"
"","123","Given I am on the login page","","Wed Oct 08 02:20:06 UTC 2025","passed","Wed Oct 08 02:20:06 UTC 2025","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","Given I am on the login page"
"","300","And I login with test@test.com and testpassword","","Wed Oct 08 02:20:06 UTC 2025","passed","Wed Oct 08 02:20:06 UTC 2025","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I login with test@test.com and testpassword"
"","552","When I update ""Update a sample task"" to ""Updated the task"" on 05/12/2021 as Incomplete in the tasklist","","Wed Oct 08 02:20:08 UTC 2025","passed","Wed Oct 08 02:20:09 UTC 2025","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","When I update ""Update a sample task"" to ""Updated the task"" on 05/12/2021 as Incomplete in the tasklist"
"","6221","When I click on the text area of add todo input","","Wed Oct 08 02:19:51 UTC 2025","passed","Wed Oct 08 02:19:57 UTC 2025","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","When I click on the text area of add todo input"
"","191","And I logout from the dashboard","","Wed Oct 08 02:20:10 UTC 2025","passed","Wed Oct 08 02:20:10 UTC 2025","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I logout from the dashboard"
"","0","","","Wed Oct 08 02:19:58 UTC 2025","passed","Wed Oct 08 02:19:58 UTC 2025","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list",""
"","151","Then I verify ""Update a sample task"" on 02/12/2021 as Completed is added in the tasklist","","Wed Oct 08 02:20:08 UTC 2025","passed","Wed Oct 08 02:20:08 UTC 2025","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","Then I verify ""Update a sample task"" on 02/12/2021 as Completed is added in the tasklist"
"","151","And I delete ""Updated the task"" by clicking on delete icon","","Wed Oct 08 02:20:10 UTC 2025","passed","Wed Oct 08 02:20:10 UTC 2025","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I delete ""Updated the task"" by clicking on delete icon"
"","209","And I logout from the dashboard","","Wed Oct 08 02:20:02 UTC 2025","passed","Wed Oct 08 02:20:02 UTC 2025","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","And I logout from the dashboard"
"","1396","When I click on the text area of add todo input","","Wed Oct 08 02:19:58 UTC 2025","passed","Wed Oct 08 02:20:00 UTC 2025","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","When I click on the text area of add todo input"
"","899","Given I am on the login page","","Wed Oct 08 02:19:49 UTC 2025","passed","Wed Oct 08 02:19:50 UTC 2025","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","Given I am on the login page"
"","599","When I login with shanu@test.com and SuperSecretPassword!","","Wed Oct 08 02:19:50 UTC 2025","passed","Wed Oct 08 02:19:51 UTC 2025","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","When I login with shanu@test.com and SuperSecretPassword!"
