"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","","","Sat Nov 29 02:40:06 UTC 2025","passed","Sat Nov 29 02:40:06 UTC 2025","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list",""
"","151","And I delete ""Updated the task"" by clicking on delete icon","","Sat Nov 29 02:40:20 UTC 2025","passed","Sat Nov 29 02:40:20 UTC 2025","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I delete ""Updated the task"" by clicking on delete icon"
"","185","Then I verify ""Update a sample task"" on 02/12/2021 as Completed is added in the tasklist","","Sat Nov 29 02:40:14 UTC 2025","passed","Sat Nov 29 02:40:14 UTC 2025","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","Then I verify ""Update a sample task"" on 02/12/2021 as Completed is added in the tasklist"
"","2011","When I click on the text area of add todo input","","Sat Nov 29 02:40:07 UTC 2025","passed","Sat Nov 29 02:40:09 UTC 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","When I click on the text area of add todo input"
"","288","And I login with test@test.com and testpassword","","Sat Nov 29 02:40:11 UTC 2025","passed","Sat Nov 29 02:40:12 UTC 2025","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I login with test@test.com and testpassword"
"","1900","When I click on the text area of add todo input","","Sat Nov 29 02:40:02 UTC 2025","passed","Sat Nov 29 02:40:04 UTC 2025","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","When I click on the text area of add todo input"
"","0","","","Sat Nov 29 02:40:02 UTC 2025","passed","Sat Nov 29 02:40:02 UTC 2025","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list",""
"","1714","When I click on the text area of add todo input","","Sat Nov 29 02:40:12 UTC 2025","passed","Sat Nov 29 02:40:13 UTC 2025","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","When I click on the text area of add todo input"
"","1064","Given I am on the login page","","Sat Nov 29 02:39:53 UTC 2025","passed","Sat Nov 29 02:39:54 UTC 2025","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","Given I am on the login page"
"","532","When I update ""Update a sample task"" to ""Updated the task"" on 05/12/2021 as Incomplete in the tasklist","","Sat Nov 29 02:40:14 UTC 2025","passed","Sat Nov 29 02:40:14 UTC 2025","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","When I update ""Update a sample task"" to ""Updated the task"" on 05/12/2021 as Incomplete in the tasklist"
"","0","","","Sat Nov 29 02:40:11 UTC 2025","passed","Sat Nov 29 02:40:11 UTC 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list",""
"","117","Then I verify ""Delete a sample task"" is deleted from the tasklist","","Sat Nov 29 02:40:06 UTC 2025","passed","Sat Nov 29 02:40:06 UTC 2025","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Then I verify ""Delete a sample task"" is deleted from the tasklist"
"","251","And I logout from the dashboard","","Sat Nov 29 02:40:02 UTC 2025","passed","Sat Nov 29 02:40:02 UTC 2025","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I logout from the dashboard"
"","6191","Then I should see a toast message saying Login Successful !!","","Sat Nov 29 02:40:00 UTC 2025","passed","Sat Nov 29 02:40:06 UTC 2025","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","Then I should see a toast message saying Login Successful !!"
"","147","And I delete ""Change status task"" by clicking on delete icon","","Sat Nov 29 02:40:11 UTC 2025","passed","Sat Nov 29 02:40:11 UTC 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I delete ""Change status task"" by clicking on delete icon"
"","132","Given I am on the login page","","Sat Nov 29 02:40:02 UTC 2025","passed","Sat Nov 29 02:40:02 UTC 2025","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Given I am on the login page"
"","1182","Then I verify ""Change status task"" on 04/14/2021 as Completed is added in the tasklist","","Sat Nov 29 02:40:09 UTC 2025","passed","Sat Nov 29 02:40:11 UTC 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Then I verify ""Change status task"" on 04/14/2021 as Completed is added in the tasklist"
"","510","And I add ""Change status task"" on 04/14/2021 as Completed","","Sat Nov 29 02:40:09 UTC 2025","passed","Sat Nov 29 02:40:09 UTC 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I add ""Change status task"" on 04/14/2021 as Completed"
"","188","When I change ""Change status task"" status from Completed to Incomplete","","Sat Nov 29 02:40:11 UTC 2025","passed","Sat Nov 29 02:40:11 UTC 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","When I change ""Change status task"" status from Completed to Incomplete"
"","304","And I login with test@test.com and testpassword","","Sat Nov 29 02:40:07 UTC 2025","passed","Sat Nov 29 02:40:07 UTC 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I login with test@test.com and testpassword"
"","6380","When I click on the text area of add todo input","","Sat Nov 29 02:39:54 UTC 2025","passed","Sat Nov 29 02:40:01 UTC 2025","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","When I click on the text area of add todo input"
"","0","","","Sat Nov 29 02:40:06 UTC 2025","passed","Sat Nov 29 02:40:06 UTC 2025","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page",""
"","668","And I login with test@test.com and testpassword","","Sat Nov 29 02:39:54 UTC 2025","passed","Sat Nov 29 02:39:54 UTC 2025","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I login with test@test.com and testpassword"
"","666","When I login with shanu@test.com and SuperSecretPassword!","","Sat Nov 29 02:39:54 UTC 2025","passed","Sat Nov 29 02:39:54 UTC 2025","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","When I login with shanu@test.com and SuperSecretPassword!"
"","121","Given I am on the login page","","Sat Nov 29 02:40:11 UTC 2025","passed","Sat Nov 29 02:40:11 UTC 2025","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","Given I am on the login page"
"","474","And I add ""Update a sample task"" on 02/12/2021 as Completed","","Sat Nov 29 02:40:13 UTC 2025","passed","Sat Nov 29 02:40:14 UTC 2025","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I add ""Update a sample task"" on 02/12/2021 as Completed"
"","202","Then I verify ""Add a sample task"" on 10/22/2022 as Completed is added in the tasklist","","Sat Nov 29 02:40:01 UTC 2025","passed","Sat Nov 29 02:40:02 UTC 2025","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","Then I verify ""Add a sample task"" on 10/22/2022 as Completed is added in the tasklist"
"","1255","Then I verify ""Delete a sample task"" on 09/19/2022 as Completed is added in the tasklist","","Sat Nov 29 02:40:05 UTC 2025","passed","Sat Nov 29 02:40:06 UTC 2025","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Then I verify ""Delete a sample task"" on 09/19/2022 as Completed is added in the tasklist"
"","101","Then I verify ""Change status task"" status is changed to Incomplete","","Sat Nov 29 02:40:11 UTC 2025","passed","Sat Nov 29 02:40:11 UTC 2025","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Then I verify ""Change status task"" status is changed to Incomplete"
"","210","And I logout from the dashboard","","Sat Nov 29 02:40:20 UTC 2025","passed","Sat Nov 29 02:40:20 UTC 2025","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I logout from the dashboard"
"","498","And I add ""Add a sample task"" on 10/22/2022 as Completed","","Sat Nov 29 02:40:01 UTC 2025","passed","Sat Nov 29 02:40:01 UTC 2025","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I add ""Add a sample task"" on 10/22/2022 as Completed"
