"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 19 01:47:49 GMT 2024","Tue Mar 19 01:47:51 GMT 2024","1982","","This is for tasklist test scenario automation: Update task in the task list","","This is for tasklist test scenario automation: Update task in the task list","Then I verify ""Updated the task"" on 05/12/2021 as Incomplete is added in the tasklist","Then I verify ""Updated the task"" on 05/12/2021 as Incomplete is added in the tasklist",""
"passed","Tue Mar 19 01:47:27 GMT 2024","Tue Mar 19 01:47:28 GMT 2024","141","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","Given I am on the login page","Given I am on the login page",""
"passed","Tue Mar 19 01:47:21 GMT 2024","Tue Mar 19 01:47:22 GMT 2024","471","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","When I login with shanu@test.com and SuperSecretPassword!","When I login with shanu@test.com and SuperSecretPassword!",""
"passed","Tue Mar 19 01:47:38 GMT 2024","Tue Mar 19 01:47:38 GMT 2024","337","","This is for tasklist test scenario automation: Change task status in the task list","","This is for tasklist test scenario automation: Change task status in the task list","And I login with test@test.com and testpassword","And I login with test@test.com and testpassword",""
"passed","Tue Mar 19 01:47:47 GMT 2024","Tue Mar 19 01:47:48 GMT 2024","470","","This is for tasklist test scenario automation: Update task in the task list","","This is for tasklist test scenario automation: Update task in the task list","And I add ""Update a sample task"" on 02/12/2021 as Completed","And I add ""Update a sample task"" on 02/12/2021 as Completed",""
"passed","Tue Mar 19 01:47:51 GMT 2024","Tue Mar 19 01:47:52 GMT 2024","405","","This is for tasklist test scenario automation: Update task in the task list","","This is for tasklist test scenario automation: Update task in the task list","And I logout from the dashboard","And I logout from the dashboard",""
"passed","Tue Mar 19 01:47:38 GMT 2024","Tue Mar 19 01:47:38 GMT 2024","0","","This is for tasklist test scenario automation: Delete task to the task list","","This is for tasklist test scenario automation: Delete task to the task list","","",""
"passed","Tue Mar 19 01:47:43 GMT 2024","Tue Mar 19 01:47:43 GMT 2024","395","","This is for tasklist test scenario automation: Change task status in the task list","","This is for tasklist test scenario automation: Change task status in the task list","And I logout from the dashboard","And I logout from the dashboard",""
"passed","Tue Mar 19 01:47:22 GMT 2024","Tue Mar 19 01:47:27 GMT 2024","5690","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","Then I should see a toast message saying Login Failed !!","Then I should see a toast message saying Login Failed !!",""
"passed","Tue Mar 19 01:47:38 GMT 2024","Tue Mar 19 01:47:42 GMT 2024","3304","","This is for tasklist test scenario automation: Change task status in the task list","","This is for tasklist test scenario automation: Change task status in the task list","When I click on the text area of add todo input","When I click on the text area of add todo input",""
"passed","Tue Mar 19 01:47:44 GMT 2024","Tue Mar 19 01:47:47 GMT 2024","3428","","This is for tasklist test scenario automation: Update task in the task list","","This is for tasklist test scenario automation: Update task in the task list","When I click on the text area of add todo input","When I click on the text area of add todo input",""
"passed","Tue Mar 19 01:47:42 GMT 2024","Tue Mar 19 01:47:42 GMT 2024","452","","This is for tasklist test scenario automation: Change task status in the task list","","This is for tasklist test scenario automation: Change task status in the task list","And I add ""Change status task"" on 04/14/2021 as Completed","And I add ""Change status task"" on 04/14/2021 as Completed",""
"passed","Tue Mar 19 01:47:43 GMT 2024","Tue Mar 19 01:47:44 GMT 2024","185","","This is for tasklist test scenario automation: Update task in the task list","","This is for tasklist test scenario automation: Update task in the task list","Given I am on the login page","Given I am on the login page",""
"passed","Tue Mar 19 01:47:43 GMT 2024","Tue Mar 19 01:47:43 GMT 2024","184","","This is for tasklist test scenario automation: Change task status in the task list","","This is for tasklist test scenario automation: Change task status in the task list","Then I verify ""Change status task"" status is changed to Incomplete","Then I verify ""Change status task"" status is changed to Incomplete",""
"passed","Tue Mar 19 01:47:42 GMT 2024","Tue Mar 19 01:47:43 GMT 2024","216","","This is for tasklist test scenario automation: Change task status in the task list","","This is for tasklist test scenario automation: Change task status in the task list","When I change ""Change status task"" status from Completed to Incomplete","When I change ""Change status task"" status from Completed to Incomplete",""
"passed","Tue Mar 19 01:47:21 GMT 2024","Tue Mar 19 01:47:21 GMT 2024","562","","This is for tasklist test scenario automation: Add task to the task list","","This is for tasklist test scenario automation: Add task to the task list","Given I am on the login page","Given I am on the login page",""
"passed","Tue Mar 19 01:47:44 GMT 2024","Tue Mar 19 01:47:44 GMT 2024","307","","This is for tasklist test scenario automation: Update task in the task list","","This is for tasklist test scenario automation: Update task in the task list","And I login with test@test.com and testpassword","And I login with test@test.com and testpassword",""
"passed","Tue Mar 19 01:47:43 GMT 2024","Tue Mar 19 01:47:43 GMT 2024","218","","This is for tasklist test scenario automation: Change task status in the task list","","This is for tasklist test scenario automation: Change task status in the task list","And I delete ""Change status task"" by clicking on delete icon","And I delete ""Change status task"" by clicking on delete icon",""
"passed","Tue Mar 19 01:47:37 GMT 2024","Tue Mar 19 01:47:37 GMT 2024","218","","This is for tasklist test scenario automation: Delete task to the task list","","This is for tasklist test scenario automation: Delete task to the task list","When I delete ""Delete a sample task"" by clicking on delete icon","When I delete ""Delete a sample task"" by clicking on delete icon",""
"passed","Tue Mar 19 01:47:51 GMT 2024","Tue Mar 19 01:47:51 GMT 2024","434","","This is for tasklist test scenario automation: Update task in the task list","","This is for tasklist test scenario automation: Update task in the task list","And I delete ""Updated the task"" by clicking on delete icon","And I delete ""Updated the task"" by clicking on delete icon",""
"passed","Tue Mar 19 01:47:33 GMT 2024","Tue Mar 19 01:47:36 GMT 2024","3284","","This is for tasklist test scenario automation: Delete task to the task list","","This is for tasklist test scenario automation: Delete task to the task list","When I click on the text area of add todo input","When I click on the text area of add todo input",""
"passed","Tue Mar 19 01:47:33 GMT 2024","Tue Mar 19 01:47:33 GMT 2024","0","","This is for tasklist test scenario automation: Add task to the task list","","This is for tasklist test scenario automation: Add task to the task list","","",""
"passed","Tue Mar 19 01:47:33 GMT 2024","Tue Mar 19 01:47:33 GMT 2024","179","","This is for tasklist test scenario automation: Delete task to the task list","","This is for tasklist test scenario automation: Delete task to the task list","Given I am on the login page","Given I am on the login page",""
"passed","Tue Mar 19 01:47:38 GMT 2024","Tue Mar 19 01:47:38 GMT 2024","187","","This is for tasklist test scenario automation: Change task status in the task list","","This is for tasklist test scenario automation: Change task status in the task list","Given I am on the login page","Given I am on the login page",""
"passed","Tue Mar 19 01:47:52 GMT 2024","Tue Mar 19 01:47:52 GMT 2024","1","","This is for tasklist test scenario automation: Update task in the task list","","This is for tasklist test scenario automation: Update task in the task list","","",""
"passed","Tue Mar 19 01:47:21 GMT 2024","Tue Mar 19 01:47:22 GMT 2024","464","","This is for tasklist test scenario automation: Add task to the task list","","This is for tasklist test scenario automation: Add task to the task list","And I login with test@test.com and testpassword","And I login with test@test.com and testpassword",""
