"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","","","Wed Feb 04 03:31:06 UTC 2026","passed","Wed Feb 04 03:31:06 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list",""
"","7347","When I click on the text area of add todo input","","Wed Feb 04 03:30:44 UTC 2026","passed","Wed Feb 04 03:30:51 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","When I click on the text area of add todo input"
"","124","Given I am on the login page","","Wed Feb 04 03:31:02 UTC 2026","passed","Wed Feb 04 03:31:02 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","Given I am on the login page"
"","5676","Then I should see a toast message saying Login Failed !!","","Wed Feb 04 03:30:44 UTC 2026","passed","Wed Feb 04 03:30:49 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","Then I should see a toast message saying Login Failed !!"
"","210","And I logout from the dashboard","","Wed Feb 04 03:30:56 UTC 2026","passed","Wed Feb 04 03:30:57 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","And I logout from the dashboard"
"","209","And I logout from the dashboard","","Wed Feb 04 03:31:01 UTC 2026","passed","Wed Feb 04 03:31:02 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I logout from the dashboard"
"","97","Then I verify ""Delete a sample task"" is deleted from the tasklist","","Wed Feb 04 03:30:56 UTC 2026","passed","Wed Feb 04 03:30:56 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Then I verify ""Delete a sample task"" is deleted from the tasklist"
"","285","And I login with test@test.com and testpassword","","Wed Feb 04 03:31:02 UTC 2026","passed","Wed Feb 04 03:31:02 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I login with test@test.com and testpassword"
"","0","","","Wed Feb 04 03:31:02 UTC 2026","passed","Wed Feb 04 03:31:02 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list",""
"","0","","","Wed Feb 04 03:30:56 UTC 2026","passed","Wed Feb 04 03:30:56 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page",""
