"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","168","And I delete ""Updated the task"" by clicking on delete icon","","Thu Apr 16 04:14:12 UTC 2026","passed","Thu Apr 16 04:14:12 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I delete ""Updated the task"" by clicking on delete icon"
"","2318","When I click on the text area of add todo input","","Thu Apr 16 04:13:56 UTC 2026","passed","Thu Apr 16 04:13:58 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","When I click on the text area of add todo input"
"","0","","","Thu Apr 16 04:14:12 UTC 2026","passed","Thu Apr 16 04:14:12 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list",""
"","115","Then I verify ""Delete a sample task"" is deleted from the tasklist","","Thu Apr 16 04:14:00 UTC 2026","passed","Thu Apr 16 04:14:00 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","Then I verify ""Delete a sample task"" is deleted from the tasklist"
"","508","And I add ""Update a sample task"" on 02/12/2021 as Completed","","Thu Apr 16 04:14:09 UTC 2026","passed","Thu Apr 16 04:14:10 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I add ""Update a sample task"" on 02/12/2021 as Completed"
"","5638","Then I should see a toast message saying Login Failed !!","","Thu Apr 16 04:13:47 UTC 2026","passed","Thu Apr 16 04:13:53 UTC 2026","","This is for Login page test automation: Verify only login correct user credential can access dashboard page","This is for Login page test automation: Verify only login correct user credential can access dashboard page","Then I should see a toast message saying Login Failed !!"
"","287","And I login with test@test.com and testpassword","","Thu Apr 16 04:14:07 UTC 2026","passed","Thu Apr 16 04:14:07 UTC 2026","","This is for tasklist test scenario automation: Update task in the task list","This is for tasklist test scenario automation: Update task in the task list","And I login with test@test.com and testpassword"
"","222","And I logout from the dashboard","","Thu Apr 16 04:14:06 UTC 2026","passed","Thu Apr 16 04:14:07 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","And I logout from the dashboard"
"","710","Given I am on the login page","","Thu Apr 16 04:13:46 UTC 2026","passed","Thu Apr 16 04:13:46 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","Given I am on the login page"
"","1","","","Thu Apr 16 04:14:01 UTC 2026","passed","Thu Apr 16 04:14:01 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list",""
"","132","Given I am on the login page","","Thu Apr 16 04:14:01 UTC 2026","passed","Thu Apr 16 04:14:01 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Given I am on the login page"
"","228","And I logout from the dashboard","","Thu Apr 16 04:14:00 UTC 2026","passed","Thu Apr 16 04:14:01 UTC 2026","","This is for tasklist test scenario automation: Delete task to the task list","This is for tasklist test scenario automation: Delete task to the task list","And I logout from the dashboard"
"","624","And I add ""Add a sample task"" on 10/22/2022 as Completed","","Thu Apr 16 04:13:54 UTC 2026","passed","Thu Apr 16 04:13:55 UTC 2026","","This is for tasklist test scenario automation: Add task to the task list","This is for tasklist test scenario automation: Add task to the task list","And I add ""Add a sample task"" on 10/22/2022 as Completed"
"","103","Then I verify ""Change status task"" status is changed to Incomplete","","Thu Apr 16 04:14:06 UTC 2026","passed","Thu Apr 16 04:14:06 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Then I verify ""Change status task"" status is changed to Incomplete"
"","165","When I change ""Change status task"" status from Completed to Incomplete","","Thu Apr 16 04:14:06 UTC 2026","passed","Thu Apr 16 04:14:06 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","When I change ""Change status task"" status from Completed to Incomplete"
"","1733","Then I verify ""Change status task"" on 04/14/2021 as Completed is added in the tasklist","","Thu Apr 16 04:14:04 UTC 2026","passed","Thu Apr 16 04:14:06 UTC 2026","","This is for tasklist test scenario automation: Change task status in the task list","This is for tasklist test scenario automation: Change task status in the task list","Then I verify ""Change status task"" on 04/14/2021 as Completed is added in the tasklist"
